         TIME   FLUID      FLUID      FLUID      ENERGY     ENERGY     ENERGY     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE     SOLUTE    
                VOL BAL    VOL BAL    VOL BAL    BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE    REACTION   REACTION   REACTION   BALANCE    BALANCE    BALANCE   
                TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE      
                                                                                  H2O        H2O        H2O        H2O        H2O        H2O        H          H          H          H          H          H          O          O          O          O          O          O          Charge     Charge     Charge     Charge     Charge     Charge     Amm        Amm        Amm        Amm        Amm        Amm        C          C          C          C          C          C          N          N          N          N          N          N         
  3.801600E+05 -2.801E-07 -1.838E-08 -2.127E-12 -7.251E-02 -6.437E-03 -7.450E-07  3.216E+01  5.626E-01  6.511E-05  1.954E-01  1.465E-02  1.695E-06 -6.322E-07 -1.098E-08 -1.271E-12 -3.938E-09 -4.174E-10 -4.831E-14  4.257E-04  5.141E-06  5.950E-10  1.630E-06  1.019E-07  1.180E-11  7.747E-08  2.085E-09  2.413E-13  5.504E-09  1.556E-10  1.800E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.086E-06 -2.922E-08 -3.382E-12 -2.544E-09 -8.148E-11 -9.431E-15
  3.888000E+05 -3.035E-07 -2.341E-08 -2.710E-12 -8.148E-02 -8.964E-03 -1.037E-06  3.272E+01  5.580E-01  6.458E-05  2.106E-01  1.517E-02  1.756E-06 -6.429E-07 -1.077E-08 -1.246E-12 -4.251E-09 -3.133E-10 -3.626E-14  4.307E-04  5.079E-06  5.878E-10  1.771E-06  1.410E-07  1.632E-11  7.955E-08  2.073E-09  2.399E-13  5.655E-09  1.507E-10  1.745E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.115E-06 -2.904E-08 -3.362E-12 -2.558E-09 -1.441E-11 -1.668E-15
  3.974400E+05 -3.231E-07 -1.957E-08 -2.265E-12 -8.847E-02 -6.993E-03 -8.094E-07  3.327E+01  5.532E-01  6.403E-05  2.263E-01  1.568E-02  1.815E-06 -6.536E-07 -1.070E-08 -1.238E-12 -4.614E-09 -3.633E-10 -4.205E-14  4.358E-04  5.016E-06  5.806E-10  1.879E-06  1.085E-07  1.256E-11  8.161E-08  2.061E-09  2.385E-13  5.810E-09  1.546E-10  1.790E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.144E-06 -2.887E-08 -3.342E-12 -2.627E-09 -6.924E-11 -8.014E-15
  4.060800E+05 -3.479E-07 -2.482E-08 -2.873E-12 -9.814E-02 -9.666E-03 -1.119E-06  3.382E+01  5.485E-01  6.349E-05  2.424E-01  1.618E-02  1.873E-06 -6.642E-07 -1.057E-08 -1.224E-12 -4.961E-09 -3.465E-10 -4.010E-14  4.407E-04  4.957E-06  5.738E-10  2.029E-06  1.498E-07  1.734E-11  8.366E-08  2.048E-09  2.371E-13  5.959E-09  1.496E-10  1.731E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.172E-06 -2.870E-08 -3.322E-12 -2.626E-09  1.211E-12  1.401E-16
  4.147200E+05 -3.686E-07 -2.066E-08 -2.391E-12 -1.056E-01 -7.514E-03 -8.697E-07  3.436E+01  5.437E-01  6.293E-05  2.591E-01  1.666E-02  1.928E-06 -6.747E-07 -1.051E-08 -1.217E-12 -5.356E-09 -3.953E-10 -4.575E-14  4.456E-04  4.898E-06  5.669E-10  2.144E-06  1.149E-07  1.329E-11  8.569E-08  2.036E-09  2.356E-13  6.113E-09  1.537E-10  1.779E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.201E-06 -2.852E-08 -3.301E-12 -2.684E-09 -5.778E-11 -6.687E-15
  4.233600E+05 -3.947E-07 -2.612E-08 -3.023E-12 -1.160E-01 -1.032E-02 -1.195E-06  3.490E+01  5.390E-01  6.238E-05  2.762E-01  1.712E-02  1.981E-06 -6.851E-07 -1.037E-08 -1.200E-12 -5.734E-09 -3.777E-10 -4.371E-14  4.505E-04  4.842E-06  5.604E-10  2.302E-06  1.580E-07  1.829E-11  8.771E-08  2.023E-09  2.341E-13  6.261E-09  1.484E-10  1.718E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.229E-06 -2.834E-08 -3.280E-12 -2.668E-09  1.573E-11  1.820E-15
  4.320000E+05 -4.164E-07 -2.167E-08 -2.508E-12 -1.240E-01 -7.999E-03 -9.258E-07  3.544E+01  5.341E-01  6.182E-05  2.938E-01  1.757E-02  2.033E-06 -6.954E-07 -1.031E-08 -1.193E-12 -6.159E-09 -4.251E-10 -4.920E-14  4.552E-04  4.784E-06  5.538E-10  2.422E-06  1.208E-07  1.398E-11  8.972E-08  2.010E-09  2.327E-13  6.414E-09  1.529E-10  1.770E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.257E-06 -2.816E-08 -3.260E-12 -2.715E-09 -4.713E-11 -5.454E-15
  4.406400E+05 -4.437E-07 -2.730E-08 -3.159E-12 -1.349E-01 -1.093E-02 -1.265E-06  3.597E+01  5.293E-01  6.126E-05  3.118E-01  1.799E-02  2.082E-06 -7.056E-07 -1.017E-08 -1.177E-12 -6.565E-09 -4.064E-10 -4.704E-14  4.600E-04  4.730E-06  5.474E-10  2.588E-06  1.656E-07  1.917E-11  9.172E-08  1.997E-09  2.311E-13  6.562E-09  1.474E-10  1.706E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.285E-06 -2.798E-08 -3.239E-12 -2.686E-09  2.911E-11  3.370E-15
  4.492800E+05 -4.663E-07 -2.258E-08 -2.613E-12 -1.433E-01 -8.446E-03 -9.775E-07  3.649E+01  5.244E-01  6.069E-05  3.302E-01  1.840E-02  2.130E-06 -7.157E-07 -1.011E-08 -1.170E-12 -7.018E-09 -4.526E-10 -5.239E-14  4.647E-04  4.674E-06  5.410E-10  2.714E-06  1.262E-07  1.461E-11  9.371E-08  1.984E-09  2.296E-13  6.714E-09  1.521E-10  1.760E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.313E-06 -2.780E-08 -3.218E-12 -2.723E-09 -3.729E-11 -4.316E-15
  4.579200E+05 -4.946E-07 -2.836E-08 -3.283E-12 -1.548E-01 -1.149E-02 -1.329E-06  3.701E+01  5.195E-01  6.013E-05  3.490E-01  1.880E-02  2.175E-06 -7.257E-07 -9.981E-09 -1.155E-12 -7.451E-09 -4.332E-10 -5.014E-14  4.693E-04  4.621E-06  5.349E-10  2.887E-06  1.725E-07  1.997E-11  9.568E-08  1.971E-09  2.281E-13  6.860E-09  1.464E-10  1.694E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.341E-06 -2.761E-08 -3.196E-12 -2.682E-09  4.136E-11  4.787E-15
  4.665600E+05 -5.180E-07 -2.340E-08 -2.708E-12 -1.637E-01 -8.856E-03 -1.025E-06  3.752E+01  5.145E-01  5.955E-05  3.682E-01  1.917E-02  2.219E-06 -7.356E-07 -9.907E-09 -1.147E-12 -7.929E-09 -4.781E-10 -5.534E-14  4.738E-04  4.567E-06  5.286E-10  3.018E-06  1.312E-07  1.519E-11  9.763E-08  1.958E-09  2.266E-13  7.011E-09  1.513E-10  1.751E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.368E-06 -2.743E-08 -3.174E-12 -2.710E-09 -2.828E-11 -3.274E-15
  4.752000E+05 -5.473E-07 -2.932E-08 -3.393E-12 -1.757E-01 -1.200E-02 -1.388E-06  3.803E+01  5.095E-01  5.897E-05  3.877E-01  1.953E-02  2.261E-06 -7.453E-07 -9.765E-09 -1.130E-12 -8.387E-09 -4.578E-10 -5.298E-14  4.784E-04  4.515E-06  5.226E-10  3.197E-06  1.788E-07  2.070E-11  9.958E-08  1.944E-09  2.250E-13  7.157E-09  1.454E-10  1.683E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.395E-06 -2.724E-08 -3.152E-12 -2.658E-09  5.247E-11  6.073E-15
  4.838400E+05 -5.715E-07 -2.413E-08 -2.793E-12 -1.849E-01 -9.230E-03 -1.068E-06  3.854E+01  5.044E-01  5.838E-05  4.076E-01  1.987E-02  2.300E-06 -7.550E-07 -9.702E-09 -1.123E-12 -8.888E-09 -5.011E-10 -5.800E-14  4.828E-04  4.462E-06  5.164E-10  3.333E-06  1.358E-07  1.572E-11  1.015E-07  1.930E-09  2.234E-13  7.307E-09  1.505E-10  1.742E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.422E-06 -2.705E-08 -3.131E-12 -2.678E-09 -2.009E-11 -2.325E-15
  4.924800E+05 -6.016E-07 -3.017E-08 -3.492E-12 -1.974E-01 -1.246E-02 -1.442E-06  3.904E+01  4.994E-01  5.780E-05  4.278E-01  2.020E-02  2.338E-06 -7.646E-07 -9.575E-09 -1.108E-12 -9.368E-09 -4.802E-10 -5.558E-14  4.872E-04  4.410E-06  5.105E-10  3.517E-06  1.845E-07  2.135E-11  1.034E-07  1.917E-09  2.218E-13  7.452E-09  1.445E-10  1.672E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.449E-06 -2.685E-08 -3.108E-12 -2.615E-09  6.245E-11  7.228E-15
  5.011200E+05 -6.264E-07 -2.477E-08 -2.867E-12 -2.069E-01 -9.568E-03 -1.107E-06  3.953E+01  4.943E-01  5.721E-05  4.483E-01  2.051E-02  2.374E-06 -7.741E-07 -9.497E-09 -1.099E-12 -9.891E-09 -5.222E-10 -6.044E-14  4.916E-04  4.358E-06  5.044E-10  3.657E-06  1.399E-07  1.619E-11  1.053E-07  1.903E-09  2.202E-13  7.602E-09  1.497E-10  1.733E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.476E-06 -2.666E-08 -3.086E-12 -2.628E-09 -1.270E-11 -1.469E-15
  5.097600E+05 -6.573E-07 -3.091E-08 -3.578E-12 -2.198E-01 -1.288E-02 -1.490E-06  4.002E+01  4.892E-01  5.662E-05  4.691E-01  2.080E-02  2.407E-06 -7.835E-07 -9.370E-09 -1.084E-12 -1.039E-08 -5.005E-10 -5.793E-14  4.959E-04  4.307E-06  4.985E-10  3.847E-06  1.896E-07  2.194E-11  1.072E-07  1.889E-09  2.186E-13  7.745E-09  1.436E-10  1.662E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.502E-06 -2.646E-08 -3.063E-12 -2.557E-09  7.134E-11  8.257E-15
  5.184000E+05 -6.827E-07 -2.534E-08 -2.932E-12 -2.297E-01 -9.872E-03 -1.143E-06  4.050E+01  4.839E-01  5.601E-05  4.901E-01  2.108E-02  2.440E-06 -7.928E-07 -9.291E-09 -1.075E-12 -1.093E-08 -5.411E-10 -6.262E-14  5.001E-04  4.255E-06  4.925E-10  3.990E-06  1.436E-07  1.662E-11  1.091E-07  1.875E-09  2.170E-13  7.894E-09  1.490E-10  1.724E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.529E-06 -2.626E-08 -3.040E-12 -2.563E-09 -6.079E-12 -7.036E-16
  5.270400E+05 -7.142E-07 -3.156E-08 -3.652E-12 -2.429E-01 -1.325E-02 -1.533E-06  4.098E+01  4.788E-01  5.541E-05  5.115E-01  2.134E-02  2.470E-06 -8.019E-07 -9.151E-09 -1.059E-12 -1.145E-08 -5.189E-10 -6.006E-14  5.044E-04  4.204E-06  4.866E-10  4.184E-06  1.941E-07  2.247E-11  1.110E-07  1.860E-09  2.153E-13  8.037E-09  1.427E-10  1.652E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.555E-06 -2.606E-08 -3.016E-12 -2.484E-09  7.916E-11  9.163E-15
  5.356800E+05 -7.400E-07 -2.582E-08 -2.988E-12 -2.531E-01 -1.014E-02 -1.174E-06  4.146E+01  4.735E-01  5.481E-05  5.331E-01  2.158E-02  2.498E-06 -8.110E-07 -9.088E-09 -1.052E-12 -1.201E-08 -5.580E-10 -6.458E-14  5.085E-04  4.153E-06  4.807E-10  4.331E-06  1.469E-07  1.700E-11  1.128E-07  1.846E-09  2.136E-13  8.185E-09  1.482E-10  1.716E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.581E-06 -2.586E-08 -2.993E-12 -2.484E-09 -2.152E-13 -2.491E-17
  5.443200E+05 -7.721E-07 -3.211E-08 -3.716E-12 -2.667E-01 -1.358E-02 -1.572E-06  4.192E+01  4.683E-01  5.420E-05  5.549E-01  2.182E-02  2.525E-06 -8.199E-07 -8.951E-09 -1.036E-12 -1.254E-08 -5.352E-10 -6.195E-14  5.126E-04  4.102E-06  4.748E-10  4.529E-06  1.981E-07  2.293E-11  1.146E-07  1.831E-09  2.119E-13  8.327E-09  1.419E-10  1.642E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.606E-06 -2.565E-08 -2.969E-12 -2.398E-09  8.596E-11  9.949E-15
  5.529600E+05 -7.984E-07 -2.623E-08 -3.036E-12 -2.770E-01 -1.038E-02 -1.202E-06  4.239E+01  4.630E-01  5.359E-05  5.769E-01  2.203E-02  2.550E-06 -8.288E-07 -8.877E-09 -1.027E-12 -1.312E-08 -5.731E-10 -6.633E-14  5.167E-04  4.051E-06  4.689E-10  4.679E-06  1.498E-07  1.733E-11  1.164E-07  1.816E-09  2.102E-13  8.474E-09  1.475E-10  1.707E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.632E-06 -2.544E-08 -2.945E-12 -2.393E-09  4.924E-12  5.699E-16
  5.616000E+05 -8.309E-07 -3.257E-08 -3.769E-12 -2.909E-01 -1.387E-02 -1.605E-06  4.285E+01  4.577E-01  5.298E-05  5.991E-01  2.223E-02  2.573E-06 -8.376E-07 -8.732E-09 -1.011E-12 -1.367E-08 -5.498E-10 -6.364E-14  5.207E-04  4.001E-06  4.631E-10  4.881E-06  2.016E-07  2.333E-11  1.182E-07  1.801E-09  2.084E-13  8.616E-09  1.410E-10  1.632E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.657E-06 -2.523E-08 -2.920E-12 -2.301E-09  9.176E-11  1.062E-14
  5.702400E+05 -8.575E-07 -2.657E-08 -3.075E-12 -3.015E-01 -1.059E-02 -1.226E-06  4.330E+01  4.524E-01  5.236E-05  6.216E-01  2.242E-02  2.595E-06 -8.462E-07 -8.664E-09 -1.003E-12 -1.425E-08 -5.862E-10 -6.785E-14  5.246E-04  3.950E-06  4.572E-10  5.033E-06  1.523E-07  1.763E-11  1.200E-07  1.786E-09  2.067E-13  8.762E-09  1.467E-10  1.698E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.682E-06 -2.502E-08 -2.895E-12 -2.292E-09  9.370E-12  1.084E-15
  5.788800E+05 -8.904E-07 -3.294E-08 -3.813E-12 -3.156E-01 -1.412E-02 -1.635E-06  4.375E+01  4.471E-01  5.175E-05  6.442E-01  2.260E-02  2.615E-06 -8.548E-07 -8.537E-09 -9.881E-13 -1.482E-08 -5.624E-10 -6.510E-14  5.285E-04  3.900E-06  4.514E-10  5.237E-06  2.045E-07  2.367E-11  1.218E-07  1.770E-09  2.049E-13  8.902E-09  1.402E-10  1.623E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.707E-06 -2.480E-08 -2.870E-12 -2.195E-09  9.662E-11  1.118E-14
  5.875200E+05 -9.173E-07 -2.684E-08 -3.107E-12 -3.515E-01 -3.591E-02 -4.157E-06  4.419E+01  4.417E-01  5.113E-05  6.669E-01  2.276E-02  2.634E-06 -8.632E-07 -8.459E-09 -9.791E-13 -1.541E-08 -5.978E-10 -6.920E-14  5.324E-04  3.849E-06  4.455E-10  5.392E-06  1.545E-07  1.788E-11  1.236E-07  1.754E-09  2.030E-13  9.048E-09  1.459E-10  1.689E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.731E-06 -2.458E-08 -2.845E-12 -2.182E-09  1.316E-11  1.523E-15
  5.961600E+05 -9.442E-07 -2.695E-08 -3.120E-12 -3.890E-01 -3.743E-02 -4.332E-06  4.462E+01  4.333E-01  5.015E-05  6.898E-01  2.291E-02  2.651E-06 -8.715E-07 -8.318E-09 -9.627E-13 -1.599E-08 -5.741E-10 -6.645E-14  5.361E-04  3.773E-06  4.367E-10  5.573E-06  1.812E-07  2.098E-11  1.253E-07  1.739E-09  2.012E-13  9.191E-09  1.424E-10  1.648E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.756E-06 -2.436E-08 -2.819E-12 -2.125E-09  5.759E-11  6.666E-15
  6.048000E+05 -9.713E-07 -2.705E-08 -3.131E-12 -4.267E-01 -3.768E-02 -4.362E-06  4.505E+01  4.279E-01  4.953E-05  7.129E-01  2.304E-02  2.667E-06 -8.798E-07 -8.246E-09 -9.543E-13 -1.660E-08 -6.073E-10 -7.029E-14  5.399E-04  3.723E-06  4.309E-10  5.755E-06  1.822E-07  2.108E-11  1.270E-07  1.723E-09  1.994E-13  9.333E-09  1.420E-10  1.643E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.780E-06 -2.413E-08 -2.793E-12 -2.065E-09  5.919E-11  6.851E-15
  6.134400E+05 -9.984E-07 -2.714E-08 -3.141E-12 -4.646E-01 -3.792E-02 -4.389E-06  4.547E+01  4.226E-01  4.891E-05  7.360E-01  2.317E-02  2.682E-06 -8.879E-07 -8.109E-09 -9.386E-13 -1.718E-08 -5.836E-10 -6.755E-14  5.435E-04  3.673E-06  4.251E-10  5.939E-06  1.831E-07  2.120E-11  1.287E-07  1.706E-09  1.975E-13  9.474E-09  1.415E-10  1.638E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.804E-06 -2.391E-08 -2.767E-12 -2.005E-09  6.061E-11  7.015E-15
  6.220800E+05 -1.026E-06 -2.721E-08 -3.149E-12 -5.027E-01 -3.813E-02 -4.413E-06  4.589E+01  4.172E-01  4.829E-05  7.593E-01  2.328E-02  2.695E-06 -8.959E-07 -8.035E-09 -9.300E-13 -1.779E-08 -6.156E-10 -7.125E-14  5.471E-04  3.622E-06  4.193E-10  6.122E-06  1.839E-07  2.128E-11  1.304E-07  1.690E-09  1.956E-13  9.615E-09  1.411E-10  1.633E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.827E-06 -2.367E-08 -2.740E-12 -1.943E-09  6.185E-11  7.158E-15
  6.307200E+05 -1.053E-06 -2.727E-08 -3.156E-12 -5.410E-01 -3.832E-02 -4.435E-06  4.630E+01  4.119E-01  4.767E-05  7.827E-01  2.338E-02  2.706E-06 -9.038E-07 -7.903E-09 -9.147E-13 -1.839E-08 -5.916E-10 -6.848E-14  5.507E-04  3.573E-06  4.135E-10  6.307E-06  1.847E-07  2.138E-11  1.321E-07  1.673E-09  1.936E-13  9.756E-09  1.406E-10  1.628E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.851E-06 -2.344E-08 -2.713E-12 -1.880E-09  6.292E-11  7.283E-15
  6.393600E+05 -1.080E-06 -2.731E-08 -3.161E-12 -5.795E-01 -3.849E-02 -4.455E-06  4.671E+01  4.065E-01  4.705E-05  8.062E-01  2.347E-02  2.717E-06 -9.117E-07 -7.822E-09 -9.053E-13 -1.901E-08 -6.226E-10 -7.207E-14  5.542E-04  3.523E-06  4.077E-10  6.492E-06  1.853E-07  2.145E-11  1.337E-07  1.656E-09  1.917E-13  9.896E-09  1.402E-10  1.622E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.874E-06 -2.320E-08 -2.685E-12 -1.816E-09  6.383E-11  7.388E-15
  6.480000E+05 -1.108E-06 -2.734E-08 -3.165E-12 -6.182E-01 -3.864E-02 -4.473E-06  4.711E+01  4.012E-01  4.643E-05  8.297E-01  2.355E-02  2.726E-06 -9.193E-07 -7.693E-09 -8.904E-13 -1.961E-08 -5.983E-10 -6.925E-14  5.577E-04  3.474E-06  4.020E-10  6.678E-06  1.859E-07  2.152E-11  1.354E-07  1.639E-09  1.897E-13  1.004E-08  1.397E-10  1.617E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.897E-06 -2.296E-08 -2.657E-12 -1.752E-09  6.459E-11  7.475E-15
  6.566400E+05 -1.135E-06 -2.736E-08 -3.167E-12 -6.569E-01 -3.878E-02 -4.488E-06  4.750E+01  3.959E-01  4.582E-05  8.534E-01  2.362E-02  2.734E-06 -9.270E-07 -7.617E-09 -8.816E-13 -2.024E-08 -6.282E-10 -7.270E-14  5.611E-04  3.424E-06  3.963E-10  6.865E-06  1.864E-07  2.157E-11  1.370E-07  1.621E-09  1.877E-13  1.018E-08  1.392E-10  1.611E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.920E-06 -2.272E-08 -2.629E-12 -1.686E-09  6.519E-11  7.545E-15
  6.652800E+05 -1.162E-06 -2.737E-08 -3.168E-12 -6.958E-01 -3.889E-02 -4.502E-06  4.789E+01  3.906E-01  4.521E-05  8.770E-01  2.368E-02  2.741E-06 -9.345E-07 -7.491E-09 -8.670E-13 -2.084E-08 -6.038E-10 -6.989E-14  5.645E-04  3.375E-06  3.907E-10  7.052E-06  1.869E-07  2.163E-11  1.386E-07  1.604E-09  1.856E-13  1.031E-08  1.387E-10  1.605E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.942E-06 -2.247E-08 -2.601E-12 -1.621E-09  6.565E-11  7.598E-15
  6.739200E+05 -1.190E-06 -2.737E-08 -3.168E-12 -7.348E-01 -3.899E-02 -4.513E-06  4.828E+01  3.853E-01  4.460E-05  9.008E-01  2.373E-02  2.747E-06 -9.419E-07 -7.408E-09 -8.574E-13 -2.147E-08 -6.326E-10 -7.322E-14  5.678E-04  3.326E-06  3.850E-10  7.239E-06  1.871E-07  2.166E-11  1.402E-07  1.586E-09  1.836E-13  1.045E-08  1.382E-10  1.599E-14  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00 -1.964E-06 -2.222E-08 -2.572E-12 -1.555E-09  6.596E-11  7.635E-15
